537850[10471] 537888[12462] -1 -2  SUtility:22933
716643[3664] 834871[2093] -1 -2  SUtility:5757
853128[1674] -1 -2  SUtility:1674
829312[6596] -1 -2  SUtility:6596
850949[1360] -1 -2  SUtility:1360
853422[836] -1 -2  SUtility:836
513408[1570] 534220[4711] 674384[20420] -1 -2  SUtility:26701
853707[2093] -1 -2  SUtility:2093
588948[14658] -1 -2  SUtility:14658
850947[1046] 853420[2092] -1 -2  SUtility:3138
820345[1360] -1 -2  SUtility:1360
550610[1779] 706216[2722] 829042[5549] -1 -2  SUtility:10050
853454[3768] -1 -2  SUtility:3768
853435[1046] 853852[313] 854017[627] 854176[1881] -1 -2  SUtility:3867
850949[2720] 853422[418] -1 -2  SUtility:3138
554382[5235] -1 -2  SUtility:5235
850945[732] 853420[1046] -1 -2  SUtility:1778
714665[1570] 748289[1151] -1 839995[1569] -1 -2  SUtility:4290
850949[2720] -1 -2  SUtility:2720
854632[2617] -1 -2  SUtility:2617
514272[2093] 850310[784] 853420[1046] -1 -2  SUtility:3923
531618[2303] -1 -2  SUtility:2303
700000[9424] 850945[732] -1 -2  SUtility:10156
744258[10471] -1 -2  SUtility:10471
846884[418] 847709[5549] -1 -2  SUtility:5967
850947[1046] 853417[3130] 853420[2092] -1 -2  SUtility:6268
850949[2720] 853420[2092] -1 -2  SUtility:4812
850942[941] 850949[2720] -1 -2  SUtility:3661
850947[1046] 850949[2720] 853422[418] 853428[418] -1 -2  SUtility:4602
850945[1464] 850949[2720] 853428[418] -1 -2  SUtility:4602
853321[12564] -1 -2  SUtility:12564
546153[3138] 858670[4392] -1 -2  SUtility:7530
853115[1674] 853321[12564] 853325[8376] -1 -2  SUtility:22614
601210[34348] -1 -2  SUtility:34348
851155[3350] -1 -2  SUtility:3350
761189[1360] 851750[627] 853135[418] -1 853195[523] 853210[418] -1 -2  SUtility:3346
850949[2720] -1 -2  SUtility:2720
684710[837] 853420[2092] -1 850945[732] -1 -2  SUtility:3661
695067[11729] -1 695067[11729] -1 -2  SUtility:23458
844439[4186] 853252[4188] -1 -2  SUtility:8374
676957[10471] -1 -2  SUtility:10471
717614[6596] -1 -2  SUtility:6596
829383[1570] -1 -2  SUtility:1570
853420[1046] 853422[418] -1 844398[784] 846427[554] 850947[523] 853381[313] 853428[418] 853460[1046] -1 -2  SUtility:5102
687895[6282] -1 -2  SUtility:6282
850945[732] 850949[2720] -1 -2  SUtility:3452
853338[2617] -1 -2  SUtility:2617
850949[1360] 853420[2092] -1 -2  SUtility:3452
694105[3141] -1 694105[3141] -1 -2  SUtility:6282
712240[575] -1 -2  SUtility:575
842735[9422] -1 848157[627] 853364[837] 854060[1046] 854118[1360] -1 -2  SUtility:13292
829387[680] 832747[1465] 835109[554] 848337[784] 848377[449] 849284[889] 851101[1464] 853385[732] -1 -2  SUtility:7017
691677[837] 843400[1036] 843931[936] -1 -2  SUtility:2809
851279[29112] -1 -2  SUtility:29112
850942[941] 853195[523] 853454[1884] -1 -2  SUtility:3348
848682[365] 853709[837] -1 -2  SUtility:1202
850942[941] 853325[8376] -1 -2  SUtility:9317
674658[1046] 826987[12564] 850942[941] 850945[732] 850949[2720] 853152[1046] 853321[12564] 853420[2092] -1 -2  SUtility:33705
853263[2092] -1 -2  SUtility:2092
846378[7643] -1 -2  SUtility:7643
744215[1141] 848577[1770] -1 848101[1037] 854470[2304] -1 -2  SUtility:6252
645963[2931] -1 -2  SUtility:2931
850947[1046] 850949[2720] -1 -2  SUtility:3766
848607[1662] 853212[1672] -1 -2  SUtility:3334
854630[5234] -1 -2  SUtility:5234
850947[1046] 850949[2720] 853422[418] -1 -2  SUtility:4184
677615[1151] 853711[1570] 853767[1046] 854118[1360] -1 -2  SUtility:5127
846391[2302] 848315[2303] -1 -2  SUtility:4605
853420[1046] -1 -2  SUtility:1046
853317[13509] 853420[2092] -1 -2  SUtility:15601
551926[6280] -1 -2  SUtility:6280
853122[10471] -1 -2  SUtility:10471
850282[2302] -1 -2  SUtility:2302
853454[1884] -1 -2  SUtility:1884
850947[1046] 853420[2092] -1 -2  SUtility:3138
853160[732] -1 -2  SUtility:732
853325[8376] -1 -2  SUtility:8376
850942[941] 850947[523] 853420[1046] 853422[418] -1 -2  SUtility:2928
850947[1046] 850949[2720] 853152[1046] 853422[836] -1 -2  SUtility:5648
851150[3141] 851294[1040] 851583[1570] -1 -2  SUtility:5751
684942[345] 851165[941] 851592[345] -1 -2  SUtility:1631
850949[2720] -1 853147[939] 853154[313] -1 -2  SUtility:3972
581611[1465] 850743[1989] -1 853130[1674] -1 -2  SUtility:5128
844394[2931] 844439[4186] -1 -2  SUtility:7117
850715[20839] -1 -2  SUtility:20839
853420[2092] 857204[18848] -1 -2  SUtility:20940
853420[2092] -1 -2  SUtility:2092
853420[2092] 853422[836] 853428[418] 853460[1046] -1 -2  SUtility:4392
650525[8377] -1 -2  SUtility:8377
744258[10471] -1 -2  SUtility:10471
853435[1046] 853865[836] 854148[418] -1 853865[418] -1 -2  SUtility:2718
853255[6282] -1 -2  SUtility:6282
684093[1046] -1 -2  SUtility:1046
838259[11100] -1 838259[11100] -1 -2  SUtility:22200
861781[2072] -1 -2  SUtility:2072
853420[2092] -1 -2  SUtility:2092
601040[4711] -1 -2  SUtility:4711
665277[941] 705370[732] 849284[889] 850947[2092] 851122[837] 853420[5230] 853422[836] -1 665277[941] 849284[889] 850947[2092] 851122[837] 853420[5230] 853422[836] -1 705370[732] -1 -2  SUtility:23114
701787[20839] 853424[3141] 853428[418] 853460[1046] -1 -2  SUtility:25444
859062[6701] -1 -2  SUtility:6701
850947[3138] 853420[2092] -1 850947[3138] 853420[2092] -1 -2  SUtility:10460
853321[12564] 853325[8376] -1 -2  SUtility:20940
851090[4186] -1 -2  SUtility:4186
850771[1989] 853195[523] 853402[2617] -1 -2  SUtility:5129
850947[1046] 853321[12564] 853420[2092] 853465[376] -1 -2  SUtility:16078
853156[939] 853381[939] -1 -2  SUtility:1878
690747[680] -1 -2  SUtility:680
844439[4186] 844456[7329] -1 -2  SUtility:11515
851750[627] 853242[418] -1 -2  SUtility:1045
853077[3664] -1 -2  SUtility:3664
518817[6870] -1 -2  SUtility:6870
540046[2093] -1 540046[2093] -1 -2  SUtility:4186
850947[1046] 853420[2092] -1 -2  SUtility:3138
853210[418] 853846[354] 853852[313] -1 854148[418] 854176[627] -1 -2  SUtility:2130
639622[6282] 853355[1046] 856769[7120] -1 -2  SUtility:14448
677830[1465] 845962[994] 853165[1046] -1 -2  SUtility:3505
835000[7329] -1 -2  SUtility:7329
556728[1360] 595139[2303] 774676[4397] 836877[1151] -1 -2  SUtility:9211
676081[6596] -1 -2  SUtility:6596
850949[2720] 853338[2617] -1 -2  SUtility:5337
650583[4188] 718315[1570] 848227[3455] -1 -2  SUtility:9213
850945[732] 853454[3768] -1 -2  SUtility:4500
853700[837] 853722[418] -1 -2  SUtility:1255
853700[837] 853730[1570] 853767[1046] -1 -2  SUtility:3453
677830[1360] 849080[784] 849155[994] 853077[3664] 853212[418] 853248[837] -1 -2  SUtility:8057
636314[2617] -1 -2  SUtility:2617
829882[449] 845581[554] 846029[1108] 850947[1046] -1 -2  SUtility:3157
701787[21886] -1 -2  SUtility:21886
851279[29112] -1 851279[29112] -1 -2  SUtility:58224
705734[1046] 850947[1046] 850949[2720] 853330[627] 853338[5234] -1 -2  SUtility:10673
839913[3141] 850945[732] 850947[523] 853340[2511] 853342[6279] 853355[1046] 853360[4186] 853420[3138] 853465[376] -1 -2  SUtility:21932
700000[9424] -1 -2  SUtility:9424
850949[2720] -1 -2  SUtility:2720
644189[575] 831948[941] 848326[4188] 850942[941] -1 -2  SUtility:6645
523679[3132] -1 -2  SUtility:3132
850370[1254] 853212[418] 853259[418] -1 -2  SUtility:2090
853263[1046] -1 -2  SUtility:1046
850945[732] 853147[313] 853420[2092] -1 -2  SUtility:3137
743515[15706] 853325[8376] -1 -2  SUtility:24082
853420[2092] 853422[418] 853428[418] -1 -2  SUtility:2928
853214[7329] -1 -2  SUtility:7329
607398[4606] -1 -2  SUtility:4606
829878[2667] 853420[2092] -1 -2  SUtility:4759
853109[1465] -1 853111[1256] -1 -2  SUtility:2721
853252[4188] -1 853252[4188] -1 -2  SUtility:8376
828970[6596] 851238[1881] -1 -2  SUtility:8477
545896[3664] 774685[2722] 836877[1151] -1 -2  SUtility:7537
850949[2720] -1 -2  SUtility:2720
540134[2092] 585633[1570] -1 -2  SUtility:3662
850945[1464] 850949[1360] 853422[418] -1 -2  SUtility:3242
849314[3556] -1 -2  SUtility:3556
853432[1360] 853698[837] -1 -2  SUtility:2197
846378[7643] -1 -2  SUtility:7643
705734[1046] 853396[2093] 853420[2092] -1 -2  SUtility:5231
851090[4186] 853282[4188] -1 -2  SUtility:8374
857178[523] -1 -2  SUtility:523
850947[1046] 850949[2720] 853422[418] -1 -2  SUtility:4184
853105[1046] -1 -2  SUtility:1046
845947[2092] -1 845947[2092] -1 -2  SUtility:4184
850947[1046] 853321[12564] 853325[8376] 853342[4186] 853420[2092] 853422[836] -1 -2  SUtility:29100
850942[941] 853422[418] 853454[1884] -1 -2  SUtility:3243
853085[313] -1 -2  SUtility:313
832655[1884] 832657[18840] -1 -2  SUtility:20724
696434[31311] -1 -2  SUtility:31311
687685[1256] 716300[732] 832619[1151] -1 -2  SUtility:3139
705734[1046] 844400[889] 844402[680] 850942[941] 853330[627] 853420[2092] 853422[418] -1 -2  SUtility:6693
827062[6282] -1 -2  SUtility:6282
853420[2092] 853422[418] -1 -2  SUtility:2510
850945[732] 850949[8160] -1 -2  SUtility:8892
651802[8900] -1 -2  SUtility:8900
846404[554] 850619[1151] -1 -2  SUtility:1705
717005[4816] 854630[2617] -1 -2  SUtility:7433
852980[732] 853077[3664] -1 -2  SUtility:4396
821373[3141] 853139[1884] 853347[313] -1 -2  SUtility:5338
849010[261] 853128[1674] -1 -2  SUtility:1935
850947[1046] 850949[2720] 853340[1674] 853342[2093] -1 -2  SUtility:7533
646677[2093] 849078[480] -1 646677[2093] 849078[480] -1 -2  SUtility:5146
849327[9947] -1 -2  SUtility:9947
717003[4816] -1 -2  SUtility:4816
848185[313] 850949[2720] -1 848185[313] 850949[2720] -1 -2  SUtility:6066
850945[732] 853420[2092] -1 -2  SUtility:2824
658154[2302] -1 -2  SUtility:2302
533832[5759] -1 -2  SUtility:5759
820844[2303] 851759[167] 853212[418] 853252[4188] -1 -2  SUtility:7076
828882[10471] -1 -2  SUtility:10471
853340[837] 853360[4186] 853420[3138] 853422[418] -1 -2  SUtility:8579
595139[2303] 712278[2303] 717061[1674] -1 -2  SUtility:6280
851279[14556] -1 -2  SUtility:14556
850947[1046] 853420[2092] -1 -2  SUtility:3138
829880[2302] 853428[418] -1 -2  SUtility:2720
684254[523] 684447[627] 716707[3450] 832604[6909] 850370[2508] -1 684254[523] 684447[627] 716707[3450] 832604[6909] 850370[2508] -1 -2  SUtility:28034
716984[10888] -1 -2  SUtility:10888
570963[2722] -1 -2  SUtility:2722
846378[7643] -1 846378[7643] -1 -2  SUtility:15286
832413[444] 832415[296] 832417[444] 832420[296] 832529[93] 832531[93] 832533[93] 832535[93] 832548[282] -1 -2  SUtility:2134
711307[523] 853321[12564] 853342[4186] 853422[418] -1 -2  SUtility:17691
849807[3978] -1 -2  SUtility:3978
853325[4188] -1 -2  SUtility:4188
711307[1046] 850945[1464] 853342[4186] 853420[2092] -1 -2  SUtility:8788
687970[2408] -1 -2  SUtility:2408
853214[7329] -1 -2  SUtility:7329
850291[690] 853454[1884] -1 -2  SUtility:2574
853321[6282] -1 -2  SUtility:6282
685795[1256] -1 -2  SUtility:1256
536437[7329] 587437[8377] -1 -2  SUtility:15706
850949[1360] -1 -2  SUtility:1360
851279[13509] -1 851279[13509] -1 -2  SUtility:27018
853420[2092] -1 -2  SUtility:2092
850942[941] 850949[2720] -1 853420[2092] -1 -2  SUtility:5753
826987[12564] 845502[12564] 851032[41678] -1 -2  SUtility:66806
853730[1570] 853865[418] 853992[1254] 854172[1046] -1 -2  SUtility:4288
570547[2722] 683984[2093] 725542[2303] 851324[1360] 854341[2617] -1 -2  SUtility:11095
852980[732] 853077[3664] -1 -2  SUtility:4396
612635[11414] -1 -2  SUtility:11414
701787[20839] 850945[732] -1 701787[20839] 850945[732] -1 -2  SUtility:43142
717003[13400] -1 -2  SUtility:13400
575279[627] 849301[554] 851332[5235] -1 -2  SUtility:6416
853342[4186] -1 -2  SUtility:4186
853154[1878] 853432[1360] 854152[941] -1 -2  SUtility:4179
850947[523] 853379[626] 853420[1046] -1 850947[523] 853379[626] 853420[1046] -1 -2  SUtility:4390
853077[3664] -1 -2  SUtility:3664
840378[11414] 853122[10471] -1 -2  SUtility:21885
850945[1464] 853420[2092] -1 -2  SUtility:3556
538572[5235] 538574[10471] -1 -2  SUtility:15706
849344[1989] -1 -2  SUtility:1989
850945[732] 850949[1360] 853420[1046] -1 -2  SUtility:3138
850947[1046] 850949[2720] -1 -2  SUtility:3766
510445[8900] 580465[1360] -1 -2  SUtility:10260
829822[5549] -1 -2  SUtility:5549
857830[13509] -1 -2  SUtility:13509
595139[2303] 829312[6596] -1 -2  SUtility:8899
844364[10471] -1 -2  SUtility:10471
850945[732] 850947[1046] 850949[2720] 853420[2092] 853422[418] -1 -2  SUtility:7008
706473[1046] 851157[2093] -1 -2  SUtility:3139
851302[11622] -1 -2  SUtility:11622
851157[2093] 853364[837] -1 -2  SUtility:2930
845962[994] 849010[261] -1 -2  SUtility:1255
716660[1465] 854212[1360] 854493[1570] 854551[1570] -1 -2  SUtility:5965
850945[732] 853420[2092] -1 -2  SUtility:2824
850942[941] 853420[2092] -1 -2  SUtility:3033
853145[18745] -1 -2  SUtility:18745
835426[1151] -1 -2  SUtility:1151
853402[2617] -1 -2  SUtility:2617
849363[554] 850621[784] -1 -2  SUtility:1338
853342[2093] -1 -2  SUtility:2093
716673[8377] -1 716673[8377] -1 -2  SUtility:16754
850949[2720] -1 -2  SUtility:2720
853177[12564] -1 -2  SUtility:12564
853420[2092] 853422[418] -1 -2  SUtility:2510
853454[3768] -1 -2  SUtility:3768
853420[2092] -1 -2  SUtility:2092
850469[29217] -1 -2  SUtility:29217
848757[732] -1 578011[14556] -1 -2  SUtility:15288
850949[1360] 853420[1046] 853422[836] -1 -2  SUtility:3242
563195[2303] 712278[2303] -1 556728[1360] -1 -2  SUtility:5966
712237[15706] -1 712237[15706] -1 -2  SUtility:31412
829032[1151] 851849[10471] -1 -2  SUtility:11622
829034[1151] -1 -2  SUtility:1151
828989[5549] 850743[1989] -1 -2  SUtility:7538
684093[1046] -1 -2  SUtility:1046
712237[15706] 853325[8376] -1 -2  SUtility:24082
853420[2092] -1 853420[2092] -1 853420[2092] -1 -2  SUtility:6276
596435[34453] 700385[30264] 849807[3978] -1 -2  SUtility:68695
853715[177] 853852[313] 853865[418] 853992[627] 853996[837] 854176[627] -1 -2  SUtility:2999
532113[3978] -1 -2  SUtility:3978
761838[22934] -1 -2  SUtility:22934
853152[2092] 853360[2093] -1 -2  SUtility:4185
602491[5004] -1 -2  SUtility:5004
743515[7853] 851279[27018] -1 -2  SUtility:34871
832645[6492] -1 -2  SUtility:6492
853420[2092] -1 -2  SUtility:2092
711307[523] 850942[941] 850949[2720] -1 -2  SUtility:4184
829885[449] 832390[130] 832392[260] 832398[130] 853396[2093] 853426[732] 853428[418] -1 -2  SUtility:4212
835126[13612] 853143[22828] -1 -2  SUtility:36440
849247[1151] -1 -2  SUtility:1151
840378[11414] 853122[10471] -1 -2  SUtility:21885
584830[12462] -1 -2  SUtility:12462
829878[1778] 850947[1046] 853420[2092] -1 -2  SUtility:4916
829882[449] 849809[1108] 850945[732] 853420[2092] 853422[418] -1 -2  SUtility:4799
850947[1046] 853420[2092] 853428[418] 853460[1046] -1 853402[2617] -1 -2  SUtility:7219
509401[2093] -1 -2  SUtility:2093
702751[12462] 850932[4397] -1 -2  SUtility:16859
838462[14556] -1 -2  SUtility:14556
717061[3348] 850947[1046] 853420[2092] -1 -2  SUtility:6486
853115[837] 853162[1046] 853338[2617] 853767[1046] -1 853996[837] 854118[1360] -1 -2  SUtility:7743
850947[1046] 850949[2720] -1 -2  SUtility:3766
850947[1046] 853420[2092] -1 -2  SUtility:3138
853420[2092] 853422[418] -1 -2  SUtility:2510
680371[9424] 711307[523] 850945[732] -1 -2  SUtility:10679
853120[36547] -1 -2  SUtility:36547
850945[732] 853420[3138] 853422[418] -1 -2  SUtility:4288
774674[6696] -1 -2  SUtility:6696
830275[1570] -1 -2  SUtility:1570
700000[9424] 700002[6806] 711307[523] 853325[4188] -1 -2  SUtility:20941
850942[941] 853420[2092] -1 -2  SUtility:3033
668667[5230] -1 -2  SUtility:5230
850949[5440] 853422[836] 853428[836] 853460[2092] -1 -2  SUtility:9204
848602[1046] 849057[941] -1 -2  SUtility:1987
821373[3141] -1 821373[3141] -1 -2  SUtility:6282
850942[941] 853420[2092] -1 -2  SUtility:3033
850947[1046] 853420[2092] -1 -2  SUtility:3138
716984[3455] -1 -2  SUtility:3455
853420[2092] -1 851135[1046] -1 -2  SUtility:3138
853137[3140] 853255[6282] -1 -2  SUtility:9422
853454[1884] -1 -2  SUtility:1884
853214[7329] -1 853214[7329] -1 -2  SUtility:14658
587819[1989] 686080[5549] 714785[2511] -1 -2  SUtility:10049
850949[1360] 853422[418] -1 -2  SUtility:1778
853420[2092] 853422[1254] -1 -2  SUtility:3346
850315[1988] 853154[313] 853379[626] 853420[2092] -1 -2  SUtility:5019
846391[1151] 850790[784] 853865[418] 853992[627] 854172[1046] -1 -2  SUtility:4026
848326[4188] 853280[2617] -1 -2  SUtility:6805
852980[732] 853077[3664] -1 -2  SUtility:4396
853420[2092] 853422[418] -1 -2  SUtility:2510
850947[1046] 851161[1254] 853420[2092] -1 -2  SUtility:4392
853137[1570] -1 -2  SUtility:1570
826987[12564] -1 700002[13612] -1 -2  SUtility:26176
846125[889] 849010[522] -1 -2  SUtility:1411
711003[2617] -1 700002[6806] 853321[6282] 853325[4188] -1 -2  SUtility:19893
545932[14870] -1 -2  SUtility:14870
850947[1046] 853420[2092] -1 -2  SUtility:3138
850985[4764] -1 -2  SUtility:4764
748289[1151] 851324[1360] 854212[1360] 854311[627] -1 -2  SUtility:4498
680371[9424] 850945[732] 853420[1046] 853422[418] 853428[418] 853460[2092] -1 -2  SUtility:14130
853325[8376] -1 -2  SUtility:8376
853325[4188] 853435[1046] 854176[627] -1 -2  SUtility:5861
553810[3130] -1 821373[9423] 851082[2093] -1 -2  SUtility:14646
564247[2617] 714890[1570] -1 -2  SUtility:4187
850947[1046] 853420[2092] -1 -2  SUtility:3138
853094[4188] -1 -2  SUtility:4188
748289[1151] 851324[1360] 854296[3141] 854309[1569] 854313[2617] -1 -2  SUtility:9838
853165[1046] -1 -2  SUtility:1046
853263[2092] -1 -2  SUtility:2092
850949[1360] -1 -2  SUtility:1360
850949[2720] -1 -2  SUtility:2720
576235[3769] 851082[2093] 851759[835] -1 -2  SUtility:6697
850949[2720] -1 -2  SUtility:2720
852985[1570] -1 -2  SUtility:1570
687987[1151] -1 -2  SUtility:1151
850372[1464] 853214[7329] -1 -2  SUtility:8793
717888[2303] -1 -2  SUtility:2303
555237[18745] -1 -2  SUtility:18745
850932[4397] -1 -2  SUtility:4397
595150[1046] 665277[941] 835745[523] 839973[680] 846007[1360] 848178[313] 848630[554] 848682[365] 849284[889] 849314[889] 853154[313] 853698[837] 853709[837] 853767[1046] 855282[104] 855320[93] 855340[167] 855380[162] -1 -2  SUtility:11119
748336[1151] 853702[523] 853713[837] -1 -2  SUtility:2511
668755[939] 850949[2720] 853422[836] -1 -2  SUtility:4495
839952[6282] 839958[1465] 851090[4186] -1 -2  SUtility:11933
516723[2256] 704187[836] 821311[730] 858685[626] -1 -2  SUtility:4448
848185[313] 850947[523] 853420[2092] 853422[418] -1 -2  SUtility:3346
845352[7112] 853422[1254] -1 -2  SUtility:8366
691267[3768] 691390[1654] -1 -2  SUtility:5422
717721[2722] 853698[1674] 853709[1674] -1 -2  SUtility:6070
651517[784] 849080[784] -1 -2  SUtility:1568
535051[1570] 844250[73199] 851238[627] -1 -2  SUtility:75396
668667[1046] 850947[1046] 850949[2720] 853147[313] 853428[418] -1 -2  SUtility:5543
853325[8376] -1 -2  SUtility:8376
853992[627] -1 849807[3978] 854017[627] 854176[627] -1 -2  SUtility:5859
853420[2092] -1 -2  SUtility:2092
711307[1046] 829880[2302] 829882[449] 850947[1046] 850949[2720] 853353[837] 853422[418] 853707[2093] -1 -2  SUtility:10911
695193[11098] 848326[8376] -1 -2  SUtility:19474
516085[3768] -1 -2  SUtility:3768
850932[4397] -1 -2  SUtility:4397
853420[2092] 853422[836] -1 -2  SUtility:2928
853325[4188] -1 -2  SUtility:4188
717295[10471] -1 -2  SUtility:10471
853420[3138] 853422[418] -1 -2  SUtility:3556
850947[1046] 853420[4184] -1 850945[732] -1 -2  SUtility:5962
850947[1046] 853420[2092] -1 -2  SUtility:3138
850947[2092] -1 -2  SUtility:2092
845416[2303] -1 -2  SUtility:2303
830371[785] 850945[1464] 853340[837] -1 -2  SUtility:3086
516014[4188] 696560[1779] 859655[837] -1 -2  SUtility:6804
850947[1046] 853280[2617] 853420[2092] -1 -2  SUtility:5755
851279[29112] 853657[43878] -1 851279[29112] 853657[43878] -1 851279[29112] 853657[43878] -1 -2  SUtility:218970
510460[2931] 533810[4188] 849796[2302] -1 -2  SUtility:9421
685754[3455] -1 -2  SUtility:3455
829887[1046] 850947[1046] -1 -2  SUtility:2092
853422[418] 853428[418] 854172[1046] -1 853428[418] -1 -2  SUtility:2300
680371[9424] -1 -2  SUtility:9424
716982[5339] 832657[5234] 849747[1151] -1 -2  SUtility:11724
714625[4921] -1 -2  SUtility:4921
851122[837] 853713[837] -1 -2  SUtility:1674
853420[2092] -1 -2  SUtility:2092
853722[418] 854152[941] -1 -2  SUtility:1359
850947[1046] 853152[1046] 853420[2092] -1 -2  SUtility:4184
853338[5234] -1 -2  SUtility:5234
850942[941] 850945[732] 853420[1046] -1 -2  SUtility:2719
583190[6282] -1 -2  SUtility:6282
644665[4188] -1 -2  SUtility:4188
645785[2303] -1 -2  SUtility:2303
851332[5235] -1 -2  SUtility:5235
854212[1360] -1 854212[1360] -1 -2  SUtility:2720
844398[784] 853366[523] 853422[418] 853428[418] -1 -2  SUtility:2143
839952[6282] -1 -2  SUtility:6282
853192[2093] -1 -2  SUtility:2093
853360[2093] 853420[2092] -1 -2  SUtility:4185
674658[1046] 848157[627] 850295[345] 850366[994] -1 -2  SUtility:3012
851332[5235] -1 -2  SUtility:5235
600102[37490] -1 -2  SUtility:37490
853420[2092] 853422[836] -1 -2  SUtility:2928
829878[889] 846779[941] 853422[418] -1 -2  SUtility:2248
686317[1779] -1 -2  SUtility:1779
853145[22828] -1 -2  SUtility:22828
845973[732] 850945[732] 853420[1046] 853707[2093] -1 -2  SUtility:4603
853420[2092] -1 -2  SUtility:2092
853218[2931] -1 -2  SUtility:2931
712237[7853] -1 -2  SUtility:7853
853420[2092] -1 -2  SUtility:2092
834882[1674] -1 -2  SUtility:1674
532113[3978] 851279[20839] -1 -2  SUtility:24817
601040[9422] 853109[1465] 853111[1256] -1 -2  SUtility:12143
850947[523] 853420[2092] 853428[418] -1 850947[1046] 853456[1569] -1 -2  SUtility:5648
853342[2093] -1 -2  SUtility:2093
853132[523] 853413[795] 853435[1046] 853713[837] 854148[418] 854176[627] -1 -2  SUtility:4246
853420[2092] 853698[837] 853767[1046] 853865[418] 853992[627] 854017[627] 854152[941] -1 -2  SUtility:6588
855970[3664] -1 -2  SUtility:3664
850947[1046] 853420[3138] -1 -2  SUtility:4184
644577[1570] -1 644577[1570] -1 -2  SUtility:3140
853143[10471] -1 -2  SUtility:10471
850942[941] 850945[732] 853420[6276] 853422[418] -1 850942[941] -1 -2  SUtility:9308
850790[784] 850947[1046] 853698[837] 853700[837] 853702[523] 853709[837] 853722[418] 853730[1570] 853767[1046] 853992[627] 854017[627] 854172[1046] -1 -2  SUtility:10198
706216[2722] 829822[5549] -1 -2  SUtility:8271
853280[2617] -1 -2  SUtility:2617
853865[836] -1 -2  SUtility:836
839347[4710] 845489[1674] -1 -2  SUtility:6384
853137[1570] 853252[4188] -1 -2  SUtility:5758
851279[27018] -1 -2  SUtility:27018
850700[1151] 850945[1464] 853342[2093] 853420[2092] -1 -2  SUtility:6800
700000[9424] -1 -2  SUtility:9424
540127[7322] 700002[47642] 845352[6223] -1 -2  SUtility:61187
826987[6282] -1 -2  SUtility:6282
853454[1884] -1 -2  SUtility:1884
680371[18848] 850945[732] -1 -2  SUtility:19580
853330[1254] 853707[2093] -1 -2  SUtility:3347
550398[19792] -1 -2  SUtility:19792
709634[889] 829730[4606] -1 709634[889] -1 -2  SUtility:6384
856970[1884] -1 -2  SUtility:1884
842733[3664] 853360[2093] -1 -2  SUtility:5757
853263[1046] 853396[2093] -1 -2  SUtility:3139
826987[12564] -1 -2  SUtility:12564
850945[732] 850949[2720] 853428[418] 853460[1046] 853465[376] -1 -2  SUtility:5292
853767[1046] 854152[941] -1 -2  SUtility:1987
711307[523] 853422[418] 853428[418] -1 -2  SUtility:1359
850945[1464] 850949[2720] 853422[418] -1 -2  SUtility:4602
706486[4080] -1 -2  SUtility:4080
837252[5652] -1 -2  SUtility:5652
850942[941] 850945[732] 853340[837] 853342[2093] -1 848757[732] 853852[313] 854176[627] -1 -2  SUtility:6275
711284[8377] -1 -2  SUtility:8377
587817[1570] 684730[1360] 684734[1674] 717048[1360] 850945[732] -1 -2  SUtility:6696
851750[627] 853132[1046] 853210[418] -1 -2  SUtility:2091
850715[20839] -1 -2  SUtility:20839
700992[7329] -1 -2  SUtility:7329
826987[12564] -1 -2  SUtility:12564
850949[2720] -1 -2  SUtility:2720
850949[2720] -1 -2  SUtility:2720
850945[732] 850947[523] 853420[2092] -1 -2  SUtility:3347
829730[2303] -1 -2  SUtility:2303
678376[1046] 846125[1778] 853075[1256] -1 -2  SUtility:4080
849040[8377] -1 -2  SUtility:8377
684730[2720] 684736[1464] 717524[1046] 832154[1674] 853426[732] -1 -2  SUtility:7636
850949[2720] 853402[2617] -1 -2  SUtility:5337
700002[6806] -1 -2  SUtility:6806
853420[3138] 853428[836] -1 -2  SUtility:3974
853420[2092] -1 826987[12564] -1 -2  SUtility:14656
748300[2303] -1 -2  SUtility:2303
853321[12564] -1 -2  SUtility:12564
853420[2092] -1 -2  SUtility:2092
844053[1872] -1 507445[2004] -1 -2  SUtility:3876
848956[898] -1 -2  SUtility:898
717320[11414] -1 -2  SUtility:11414
709634[889] 836877[1151] 848315[2303] -1 -2  SUtility:4343
853698[837] 853702[523] 853713[837] 853722[418] 853730[1570] 853767[1046] 854060[1046] 854065[1046] 854118[1360] -1 -2  SUtility:8683
848746[3141] -1 -2  SUtility:3141
846014[784] 846029[554] 849322[1778] 850945[732] 850947[1046] -1 -2  SUtility:4894
680371[9424] 853321[12564] 853325[8376] -1 -2  SUtility:30364
571143[3245] 850947[1046] -1 -2  SUtility:4291
851849[10471] 859782[1884] -1 -2  SUtility:12355
510445[8900] -1 -2  SUtility:8900
854508[837] -1 -2  SUtility:837
829032[1151] 853347[939] -1 -2  SUtility:2090
859670[1256] 859675[2512] -1 -2  SUtility:3768
851583[1570] 853762[10470] -1 -2  SUtility:12040
850947[1046] 850949[2720] 853422[418] -1 -2  SUtility:4184
850945[732] 850949[1360] -1 -2  SUtility:2092
595139[2303] -1 -2  SUtility:2303
711307[523] 850945[732] -1 -2  SUtility:1255
716707[1150] -1 -2  SUtility:1150
