850743[1989] -1 -2  SUtility:1989
678644[18745] -1 -2  SUtility:18745
 64[15] -1 -2  SUtility:15
829327[12564] 829330[3348] -1 -2  SUtility:15912
 35185[5] -1 -2  SUtility:5
821332[3141] 826921[1254] -1 -2  SUtility:4395
 12487[12] -1 -2  SUtility:12
854707[15603] -1 -2  SUtility:15603
708372[1046] -1 -2  SUtility:1046
550370[3664] 820394[554] -1 -2  SUtility:4218
571904[3141] 839313[4188] 839997[1221] -1 839999[1221] 842446[994] -1 -2  SUtility:10765
853102[1360] -1 -2  SUtility:1360
670182[5235] -1 -2  SUtility:5235
836761[41783] -1 -2  SUtility:41783
839647[5235] -1 -2  SUtility:5235
819599[784] 853113[732] 854577[1570] -1 -2  SUtility:3086
854159[6279] -1 -2  SUtility:6279
748282[1504] -1 -2  SUtility:1504
748293[3350] -1 -2  SUtility:3350
708305[3141] -1 -2  SUtility:3141
829390[1360] -1 -2  SUtility:1360
537967[14556] -1 -2  SUtility:14556
851326[1046] 853105[1046] -1 -2  SUtility:2092
857568[2092] 857570[1360] -1 -2  SUtility:3452
 11[3] -1 1[2] -1 161[90] -1 2086[12] -1 40[1] -1 659[16] -1 661[8] -1 665[40] -1 6[15] -1 -2  SUtility:187
 10857[16] -1 10861[8] -1 12559[7] -1 12871[15] -1 12879[20] -1 18443[35] -1 18499[15] -1 18795[50] -1 18799[6] -1 -2  SUtility:172
1[1] -1 1[3] -1 1[5] -1 388[1] -1 2992[20] -1 18[2] -1 347[9] -1 1387[2] -1 17[4] -1 8[3] -1 1913[3] -1 707[4] -1 92[3] -1 4488[2] -1 18[4] -1 54[2] -1 122[1] -1 319[4] -1 2376[2] -1 -2  SUtility:75
716714[523] 716746[523] 851163[627] 851165[941] -1 716714[523] 716746[523] 851163[627] 851165[941] -1 -2  SUtility:5228
821332[3141] -1 -2  SUtility:3141
644945[4502] -1 -2  SUtility:4502
 19[18] -1 3[4] -1 574[9] -1 -2  SUtility:31
684942[626] 716714[1046] 848375[1796] 851097[4184] -1 -2  SUtility:7652
829366[2720] 834875[1046] -1 811758[449] 828976[3140] -1 -2  SUtility:7355
680371[8375] 821309[3141] 821315[20940] 840944[1465] -1 680371[8375] 821309[3141] 840944[1465] -1 -2  SUtility:46902
853102[4080] -1 -2  SUtility:4080
854227[3141] -1 854227[3141] -1 -2  SUtility:6282
844394[2931] -1 -2  SUtility:2931
853081[523] 853102[2720] 854722[627] -1 -2  SUtility:3870
407[1] -1 219[3] -1 160[3] -1 212[4] -1 591[2] -1 145[6] -1 101[2] -1 124[6] -1 284[1] -1 23[2] -1 3512[6] -1 5709[12] -1 7451[16] -1 5710[12] -1 8197[6] -1 8[6] -1 5828[2] -1 8198[4] -1 8[15] -1 6837[5] -1 7857[4] -1 142[3] -1 1017[2] -1 5704[2] -1 54[4] -1 29[8] -1 4433[2] -1 5705[4] -1 5053[5] -1 30[3] -1 71[2] -1 8[2] -1 3338[2] -1 14[15] -1 8199[6] -1 1017[3] -1 96[2] -1 124[12] -1 52[2] -1 5109[5] -1 39[1] -1 8200[2] -1 14[2] -1 6136[10] -1 18[20] -1 206[1] -1 71[6] -1 7120[5] -1 276[3] -1 29[3] -1 18[5] -1 6993[2] -1 8201[2] -1 117[9] -1 19[2] -1 29[1] -1 8202[1] -1 323[3] -1 4019[1] -1 71[12] -1 8[6] -1 7088[2] -1 323[5] -1 14[4] -1 4328[5] -1 2591[4] -1 14[8] -1 8203[4] -1 316[3] -1 1526[10] -1 -2  SUtility:344
716928[5234] 717003[4606] 826715[732] 828987[313] -1 -2  SUtility:10885
850949[4080] 853338[7851] 853420[1046] 853422[418] -1 -2  SUtility:13395
 12819[7] -1 34885[28] -1 34893[2] -1 -2  SUtility:37
508942[29217] -1 508942[29217] -1 508942[29217] -1 -2  SUtility:87651
 18883[8] -1 -2  SUtility:8
691563[1256] 691587[1308] -1 -2  SUtility:2564
744258[10471] -1 -2  SUtility:10471
821313[3766] -1 -2  SUtility:3766
832672[7328] 843235[5235] -1 -2  SUtility:12563
1[18] -1 6[48] -1 11[30] -1 16[35] -1 24[10] -1 29[28] -1 34[35] -1 36[6] -1 39[30] -1 42[4] -1 52[10] -1 56[54] -1 61[10] -1 66[25] -1 71[36] -1 79[10] -1 85[8] -1 86[7] -1 90[8] -1 95[40] -1 101[2] -1 111[3] -1 116[64] -2 SUtility:521
632146[1151] 853428[836] -1 -2  SUtility:1987
 34897[5] -1 -2  SUtility:5
821399[941] 829379[941] 829657[523] 829670[3141] 835021[523] -1 -2  SUtility:6069
853342[4186] 853347[1878] 853417[939] -1 -2  SUtility:7003
854547[1360] -1 -2  SUtility:1360
 10331[21] -1 10335[1] -1 12479[2] -1 12487[6] -1 12495[50] -1 12755[24] -1 12767[10] -1 12875[32] -1 33449[15] -1 33469[15] -1 -2  SUtility:176
565621[1570] -1 565621[1570] -1 -2  SUtility:3140
643036[2093] -1 -2  SUtility:2093
711295[837] 853848[1360] -1 -2  SUtility:2197
640012[1884] -1 -2  SUtility:1884
851294[1040] -1 -2  SUtility:1040
844355[784] 851210[3874] -1 -2  SUtility:4658
 12751[7] -1 -2  SUtility:7
 6[40] -1 9136[27] -1 3[2] -1 -2  SUtility:69
748295[2303] -1 -2  SUtility:2303
853173[8377] -1 -2  SUtility:8377
 12431[40] -1 -2  SUtility:40
 33469[30] -1 -2  SUtility:30
853100[3348] 854782[941] -1 -2  SUtility:4289
853282[4188] -1 -2  SUtility:4188
748338[3350] -1 -2  SUtility:3350
1[14] -1 3[9] -1 11[36] -1 16[45] -1 24[6] -1 29[4] -1 34[45] -1 36[8] -1 39[12] -1 45[35] -1 52[9] -1 56[54] -1 61[5] -1 66[10] -1 71[28] -1 80[4] -1 85[14] -1 86[10] -1 90[10] -1 95[16] -1 101[18] -1 110[45] -1 114[18] -2 SUtility:455
835417[15603] -1 -2  SUtility:15603
563182[15076] 850767[365] 850852[2093] -1 -2  SUtility:17534
 294[7] -1 3[2] -1 -2  SUtility:9
829004[6282] -1 -2  SUtility:6282
 12895[18] -1 33449[9] -1 33469[18] -1 -2  SUtility:45
651423[1046] -1 -2  SUtility:1046
847649[1380] 850681[941] -1 -2  SUtility:2321
587898[52255] -1 -2  SUtility:52255
 12587[15] -1 12679[50] -1 12823[2] -1 12847[16] -1 12907[9] -1 -2  SUtility:92
853762[5235] -1 -2  SUtility:5235
556055[680] 685049[313] 851080[523] 856707[732] 856713[941] 858914[941] -1 -2  SUtility:4130
 1701[20] -1 3[2] -1 -2  SUtility:22
531513[2303] -1 -2  SUtility:2303
586711[6280] 821309[6282] -1 821339[523] -1 -2  SUtility:13085
 47273[16] -1 -2  SUtility:16
840483[1674] -1 -2  SUtility:1674
556212[523] 853762[5235] 854536[313] 854579[313] -1 -2  SUtility:6384
716671[418] 716714[523] 851163[627] -1 -2  SUtility:1568
849031[732] 849153[837] -1 -2  SUtility:1569
851152[3350] -1 -2  SUtility:3350
 12487[6] -1 12679[40] -1 -2  SUtility:46
507331[3141] -1 -2  SUtility:3141
820233[1570] 820261[4397] -1 -2  SUtility:5967
578011[14556] -1 -2  SUtility:14556
 12723[24] -1 -2  SUtility:24
 10311[5] -1 12487[8] -1 12663[9] -1 12875[12] -1 -2  SUtility:34
594678[8900] -1 -2  SUtility:8900
852978[2617] 852980[732] 853077[3664] 853094[4188] 853105[1046] -1 -2  SUtility:12247
2[50] -1 3[8] -1 9[1] -1 16[50] -1 24[16] -1 28[63] -1 34[40] -1 37[10] -1 39[21] -1 43[14] -1 53[8] -1 54[18] -1 60[14] -1 63[24] -1 67[12] -1 76[2] -1 85[16] -1 86[9] -1 90[7] -1 94[54] -1 99[8] -1 109[20] -1 114[6] -2 SUtility:471
 32213[18] -1 -2  SUtility:18
2[40] -1 4[20] -1 9[9] -1 13[5] -1 24[2] -1 28[56] -1 34[50] -1 36[16] -1 39[3] -1 44[6] -1 52[1] -1 56[60] -1 62[12] -1 65[25] -1 70[9] -1 80[2] -1 85[6] -1 86[2] -1 91[15] -1 93[42] -1 102[36] -1 111[8] -1 117[25] -2 SUtility:450
2[40] -1 3[5] -1 11[42] -1 16[10] -1 24[10] -1 28[63] -1 34[10] -1 37[10] -1 39[3] -1 45[21] -1 53[10] -1 54[8] -1 59[6] -1 64[16] -1 67[30] -1 76[14] -1 85[18] -1 86[7] -1 90[10] -1 94[18] -1 99[9] -1 109[6] -1 114[27] -2 SUtility:393
716984[13820] -1 -2  SUtility:13820
 12411[10] -1 -2  SUtility:10
 18707[54] -1 -2  SUtility:54
587317[837] -1 -2  SUtility:837
 12771[12] -1 46281[6] -1 -2  SUtility:18
639925[31311] -1 -2  SUtility:31311
850942[941] 853711[1570] 854065[1046] 856355[618] -1 -2  SUtility:4175
743367[1989] 848757[732] 853698[837] 853700[837] 853702[523] 853707[2093] 853713[1674] -1 -2  SUtility:8685
2[5] -1 6[18] -1 11[36] -1 16[25] -1 24[20] -1 28[21] -1 34[20] -1 37[1] -1 39[12] -1 45[42] -1 53[12] -1 54[16] -1 60[20] -1 64[8] -1 67[12] -1 76[20] -1 85[12] -1 86[7] -1 90[3] -1 94[30] -1 99[1] -1 107[28] -1 114[24] -2 SUtility:393
853282[4188] -1 -2  SUtility:4188
849327[9424] -1 -2  SUtility:9424
854774[6282] -1 -2  SUtility:6282
540132[2720] -1 -2  SUtility:2720
510445[8900] -1 -2  SUtility:8900
828995[523] -1 -2  SUtility:523
2[5] -1 3[1] -1 10[4] -1 16[40] -1 23[45] -1 28[63] -1 34[25] -1 36[2] -1 39[6] -1 41[24] -1 53[12] -1 56[36] -1 59[3] -1 63[12] -1 68[30] -1 76[4] -1 85[2] -1 86[2] -1 90[9] -1 93[63] -1 99[3] -1 111[8] -1 116[80] -2 SUtility:479
545500[20839] -1 -2  SUtility:20839
820805[1046] 821410[627] 821412[732] 826610[732] 829366[1360] 833755[523] 834877[732] -1 -2  SUtility:5752
557234[1256] 847460[418] 848320[1151] -1 -2  SUtility:2825
 12875[36] -1 -2  SUtility:36
686086[11414] 774682[4397] 836326[2722] 849337[1725] 850730[5235] 851294[1040] -1 685795[1256] -1 -2  SUtility:27789
714755[941] -1 -2  SUtility:941
853085[313] 853096[5235] -1 -2  SUtility:5548
828989[5235] -1 -2  SUtility:5235
550002[4083] -1 550002[4083] -1 -2  SUtility:8166
845939[732] 853263[1046] -1 -2  SUtility:1778
853698[837] 853700[837] 853707[2093] 853722[418] -1 -2  SUtility:4185
 18787[18] -1 -2  SUtility:18
536189[3455] 536197[4188] -1 -2  SUtility:7643
584939[10468] 853861[31311] -1 -2  SUtility:41779
704180[33404] -1 -2  SUtility:33404
 10295[15] -1 10315[9] -1 -2  SUtility:24
686864[1046] 686879[1046] 853102[2720] 854842[261] 864880[1046] -1 -2  SUtility:6119
 12663[4] -1 -2  SUtility:4
559726[1360] -1 -2  SUtility:1360
853353[837] 853698[837] 853700[837] 853702[523] 853722[418] 853730[1570] -1 -2  SUtility:5022
853724[1046] -1 -2  SUtility:1046
691452[2092] 821309[3141] 842422[889] 843871[1024] -1 -2  SUtility:7146
551868[627] 849314[889] 853130[1779] 853702[523] -1 -2  SUtility:3818
821294[1046] 826814[1465] 828970[6282] 834875[1046] -1 716110[2092] -1 -2  SUtility:11931
820392[680] 826610[732] 829752[2092] 834880[732] -1 -2  SUtility:4236
820233[2930] 820261[8376] -1 -2  SUtility:11306
853338[5234] -1 -2  SUtility:5234
 12679[25] -1 12683[32] -1 12775[30] -1 12787[40] -1 12895[16] -1 35149[1] -1 35153[27] -1 35157[30] -1 35161[4] -1 35165[21] -1 35169[5] -1 35177[30] -1 35181[18] -1 35185[10] -1 35201[12] -1 35213[10] -1 -2  SUtility:311
843905[826] -1 -2  SUtility:826
547936[3978] -1 -2  SUtility:3978
 12535[36] -1 12621[6] -1 12687[14] -1 32213[6] -1 -2  SUtility:62
748338[3350] 753513[784] -1 -2  SUtility:4134
819425[10471] -1 -2  SUtility:10471
854808[1779] 854840[523] -1 714755[941] -1 853102[2720] -1 -2  SUtility:5963
512416[11414] 691357[6696] 843901[4635] 843961[4332] -1 843376[15904] 843427[2072] -1 691379[1872] 691383[1882] -1 -2  SUtility:48807
 12571[1] -1 -2  SUtility:1
851080[627] -1 -2  SUtility:627
858689[1570] -1 -2  SUtility:1570
612777[10470] -1 612777[10470] -1 -2  SUtility:20940
1[18] -1 3[3] -1 10[20] -1 13[30] -1 23[30] -1 25[20] -1 34[45] -1 36[6] -1 38[8] -1 44[9] -1 52[7] -1 54[12] -1 59[9] -1 63[24] -1 67[15] -1 76[6] -1 85[12] -1 86[3] -1 90[3] -1 93[14] -1 98[15] -1 107[20] -1 113[7] -2 SUtility:336
712126[680] -1 -2  SUtility:680
716926[5862] -1 716926[5862] -1 -2  SUtility:11724
716671[418] 851575[418] -1 851080[627] 851234[941] -1 -2  SUtility:2404
820345[1360] -1 -2  SUtility:1360
551626[9424] -1 -2  SUtility:9424
744535[2092] -1 -2  SUtility:2092
838572[2617] -1 716714[1360] 853846[354] -1 -2  SUtility:4331
 6[15] -1 1808[5] -1 3[4] -1 136[15] -1 446[15] -1 -2  SUtility:54
 12779[12] -1 -2  SUtility:12
853094[4188] -1 -2  SUtility:4188
716671[418] 851122[837] 851165[941] 851579[418] 851592[313] -1 684942[313] 851163[627] -1 -2  SUtility:3867
852978[2617] -1 -2  SUtility:2617
 12807[10] -1 12811[27] -1 -2  SUtility:37
 12339[27] -1 12559[7] -1 47707[5] -1 48667[9] -1 48675[12] -1 -2  SUtility:60
854787[523] 854793[1360] -1 -2  SUtility:1883
827011[3141] -1 -2  SUtility:3141
829004[6282] -1 -2  SUtility:6282
694443[2617] -1 -2  SUtility:2617
 69[3] -1 72[2] -1 3[6] -1 1100[16] -1 5636[40] -1 -2  SUtility:67
 12655[28] -1 -2  SUtility:28
716671[449] 716714[680] 847021[8167] -1 -2  SUtility:9296
 47961[9] -1 -2  SUtility:9
820441[627] -1 -2  SUtility:627
39[9] -1 175[1] -1 487[2] -1 335[8] -1 479[5] -1 21[8] -1 347[1] -1 1267[5] -1 64[5] -1 40[5] -1 4010[8] -1 2672[8] -1 1445[6] -1 -2  SUtility:71
851155[3141] -1 -2  SUtility:3141
388[5] -1 108[2] -1 21[2] -1 1270[3] -1 1445[5] -1 1383[3] -1 245[2] -1 8[9] -1 38[1] -1 92[4] -1 8[4] -1 635[4] -1 937[8] -1 14[2] -1 8[6] -1 73[5] -1 14[6] -1 108[5] -1 8770[3] -1 8[1] -1 73[5] -1 5017[1] -1 -2  SUtility:86
1[4] -1 6[48] -1 10[16] -1 17[8] -1 24[18] -1 31[18] -1 34[40] -1 36[18] -1 38[2] -1 48[8] -1 53[2] -1 58[3] -1 61[20] -1 66[35] -1 69[2] -1 76[12] -1 85[2] -1 86[7] -1 90[8] -1 94[42] -1 102[36] -1 110[5] -1 117[10] -2 SUtility:364
714755[941] 854332[837] 854767[523] 854797[732] 854815[837] 854840[523] 855151[523] 864880[1046] -1 -2  SUtility:5962
584907[4711] -1 -2  SUtility:4711
828976[1570] -1 -2  SUtility:1570
853102[1360] 854699[732] 854716[2092] 854780[208] 854785[732] 854836[261] 854857[836] 855016[1046] -1 -2  SUtility:7267
826184[2617] -1 -2  SUtility:2617
 10295[10] -1 10311[1] -1 -2  SUtility:11
20[4] -1 266[1] -1 8[3] -1 186[3] -1 18[2] -1 4158[15] -1 1526[5] -1 96[15] -1 17[10] -1 8[10] -1 6399[6] -1 939[4] -1 592[1] -1 5975[3] -1 381[20] -1 40[2] -1 1285[6] -1 4620[18] -1 8[4] -1 186[1] -1 18[9] -1 2584[3] -1 14[2] -1 1788[8] -1 96[3] -1 17[2] -1 8[5] -1 4070[1] -1 939[2] -1 381[3] -1 224[10] -1 19[4] -1 14[8] -1 8[5] -1 186[5] -1 18[4] -1 935[5] -1 145[8] -1 96[20] -1 17[5] -1 8[6] -1 83[5] -1 939[2] -1 381[12] -1 8[4] -1 6400[4] -1 1985[4] -1 52[4] -1 306[6] -1 18[6] -1 209[3] -1 988[8] -1 39[5] -1 27[4] -1 18[2] -1 40[4] -1 1783[20] -1 -2  SUtility:344
717877[732] 821365[1151] -1 -2  SUtility:1883
510445[8377] -1 510445[8377] -1 -2  SUtility:16754
571010[5235] 821377[6282] -1 -2  SUtility:11517
532072[3141] 711312[837] -1 -2  SUtility:3978
774685[2826] -1 -2  SUtility:2826
 12867[21] -1 12895[16] -1 -2  SUtility:37
516087[1674] -1 -2  SUtility:1674
853177[6282] -1 -2  SUtility:6282
 12715[18] -1 -2  SUtility:18
854707[15603] -1 -2  SUtility:15603
819599[784] 853930[627] 854335[837] 854358[1360] -1 -2  SUtility:3608
820400[1347] -1 -2  SUtility:1347
 12483[7] -1 12487[14] -1 12875[8] -1 32213[30] -1 -2  SUtility:59
712278[2092] -1 712278[2092] -1 712278[2092] -1 -2  SUtility:6276
 33445[24] -1 34885[24] -1 34901[18] -1 -2  SUtility:66
854264[837] 854268[941] -1 -2  SUtility:1778
2[40] -1 3[7] -1 9[2] -1 16[35] -1 24[2] -1 28[28] -1 34[10] -1 37[2] -1 39[27] -1 43[35] -1 53[6] -1 54[16] -1 60[20] -1 64[16] -1 67[27] -1 76[8] -1 85[16] -1 86[9] -1 90[3] -1 94[18] -1 98[24] -1 109[18] -1 114[3] -2 SUtility:372
821277[6276] -1 -2  SUtility:6276
602605[8375] -1 -2  SUtility:8375
853420[1046] 853422[418] -1 -2  SUtility:1464
853848[1360] 854358[2720] -1 853848[1360] 854358[2720] -1 853848[1360] 854358[2720] -1 -2  SUtility:12240
820782[7440] -1 -2  SUtility:7440
716671[418] 716714[523] 716746[523] 851579[418] -1 -2  SUtility:1882
744258[10471] -1 -2  SUtility:10471
530555[21886] 554131[523] 849102[6587] 851075[732] 851137[1046] -1 530555[21886] 554131[523] 849102[6587] 851075[732] 851137[1046] -1 530555[21886] 554131[523] 849102[6587] 851075[732] 851137[1046] -1 -2  SUtility:92322
36[6] -1 71[5] -1 140[9] -1 1232[2] -1 1093[1] -1 8[5] -1 1764[8] -1 1178[20] -1 18[1] -1 347[3] -1 9[5] -1 17[2] -1 40[2] -1 89[8] -1 252[2] -1 18[20] -1 8[4] -1 294[8] -1 18[5] -1 8[4] -1 126[4] -1 9[8] -1 436[35] -1 212[20] -1 19[4] -1 31[2] -1 290[2] -1 2568[4] -1 18[15] -1 8[2] -1 558[1] -1 18[2] -1 1915[5] -1 1764[6] -1 39[2] -1 265[2] -1 29[2] -1 17[3] -1 162[2] -1 885[3] -1 71[1] -1 535[16] -1 318[5] -1 -2  SUtility:266
 18831[18] -1 -2  SUtility:18
820199[2303] 826953[1570] -1 -2  SUtility:3873
821277[6276] -1 -2  SUtility:6276
510445[8377] -1 -2  SUtility:8377
680369[5235] 684702[4397] -1 -2  SUtility:9632
 10303[1] -1 -2  SUtility:1
840082[3874] -1 -2  SUtility:3874
854264[837] 854268[941] -1 -2  SUtility:1778
 12787[15] -1 -2  SUtility:15
717260[12462] -1 -2  SUtility:12462
853342[4186] 853420[2092] -1 -2  SUtility:6278
846327[3350] -1 -2  SUtility:3350
819376[449] 820400[449] 829321[732] -1 -2  SUtility:1630
855185[7329] -1 855185[7329] -1 -2  SUtility:14658
651427[1046] 769957[1778] 827026[1046] 834865[523] -1 -2  SUtility:4393
662776[941] 695399[1046] 821332[3141] -1 -2  SUtility:5128
714665[1570] 851152[3141] -1 -2  SUtility:4711
826803[8376] -1 -2  SUtility:8376
544758[9422] -1 -2  SUtility:9422
826987[6282] -1 -2  SUtility:6282
853698[837] 853700[837] 853713[837] 853722[418] 853730[1570] -1 -2  SUtility:4499
850947[1046] 853321[18846] 853325[12564] 853465[3760] -1 -2  SUtility:36216
640015[3350] -1 640015[3350] -1 640015[3350] -1 -2  SUtility:10050
 18723[30] -1 -2  SUtility:30
 12703[6] -1 -2  SUtility:6
829034[1151] 833315[1674] -1 -2  SUtility:2825
853090[4188] -1 -2  SUtility:4188
 10299[10] -1 10307[8] -1 -2  SUtility:18
537496[18745] 850372[2196] 852978[2617] 853115[837] 853190[523] 853263[1046] -1 -2  SUtility:25964
853094[4188] -1 -2  SUtility:4188
826987[12564] -1 -2  SUtility:12564
827022[5235] -1 -2  SUtility:5235
 10307[6] -1 12663[1] -1 12679[30] -1 12895[8] -1 -2  SUtility:45
684845[418] 826912[523] 828987[313] 837442[523] 837485[627] 837487[837] 837490[523] -1 -2  SUtility:3764
 12299[6] -1 47687[40] -1 -2  SUtility:46
546978[1360] 828976[1570] 829360[523] -1 -2  SUtility:3453
853432[2720] -1 -2  SUtility:2720
684785[1046] -1 -2  SUtility:1046
 10295[45] -1 10307[2] -1 12743[10] -1 -2  SUtility:57
577518[1360] 684845[627] 826912[523] 827005[627] 828987[313] -1 -2  SUtility:3450
834880[732] -1 821410[1254] -1 -2  SUtility:1986
 12431[4] -1 18575[4] -1 -2  SUtility:8
 11[2] -1 6[5] -1 215[30] -1 12[2] -1 974[40] -1 3[4] -1 963[3] -1 6335[6] -1 4617[80] -1 73[1] -1 473[50] -1 -2  SUtility:223
851155[3141] -1 -2  SUtility:3141
508557[2826] 712242[523] 854699[732] 854718[523] 854767[523] -1 -2  SUtility:5127
746388[2092] 837483[523] -1 -2  SUtility:2615
 11[7] -1 4[7] -1 6[25] -1 5657[16] -1 686[16] -1 356[2] -1 379[8] -1 3[8] -1 64[30] -1 4952[42] -1 5753[20] -1 1481[1] -1 670[3] -1 -2  SUtility:185
819766[1151] 850769[1046] -1 -2  SUtility:2197
705740[627] 821410[627] 826589[837] 834875[1046] 835754[627] 840421[2408] -1 -2  SUtility:6172
1[8] -1 3[6] -1 9[1] -1 13[35] -1 24[6] -1 31[60] -1 34[35] -1 36[16] -1 38[10] -1 48[10] -1 53[2] -1 58[4] -1 61[10] -1 66[30] -1 69[9] -1 76[8] -1 85[2] -1 86[6] -1 90[9] -1 94[54] -1 102[54] -1 110[45] -1 119[24] -2 SUtility:444
853135[418] 853184[941] 853195[523] 853233[523] -1 -2  SUtility:2405
 12683[36] -1 12703[2] -1 -2  SUtility:38
853102[2720] 854785[4392] 854797[732] 854840[1046] -1 854800[2720] -1 -2  SUtility:11610
748259[784] 821272[418] 821298[627] 826876[836] -1 -2  SUtility:2665
 12691[20] -1 -2  SUtility:20
829282[1674] -1 -2  SUtility:1674
829327[6282] 829330[1674] -1 -2  SUtility:7956
821350[836] -1 829390[1360] 829392[1674] -1 -2  SUtility:3870
555492[1046] 668677[732] 826715[732] -1 -2  SUtility:2510
853132[523] 853182[941] 853222[523] 853225[627] -1 -2  SUtility:2614
310[4] -1 717[6] -1 274[8] -1 1218[1] -1 18[1] -1 351[5] -1 934[4] -1 290[2] -1 7350[2] -1 347[3] -1 591[4] -1 3[6] -1 934[4] -1 124[10] -1 230[12] -1 209[1] -1 24[4] -1 96[2] -1 11[2] -1 4125[5] -1 71[10] -1 1212[3] -1 870[12] -1 -2  SUtility:111
718210[2303] -1 -2  SUtility:2303
 12715[9] -1 -2  SUtility:9
717888[1884] 718220[1884] -1 851714[2931] 854118[1360] -1 -2  SUtility:8059
1[12] -1 1[4] -1 1[8] -1 1215[4] -1 128[5] -1 880[16] -1 299[3] -1 2096[2] -1 17[2] -1 186[4] -1 436[2] -1 30[4] -1 2900[3] -1 2177[6] -1 14[30] -1 2898[4] -1 -2  SUtility:109
 33469[15] -1 -2  SUtility:15
601462[28170] -1 -2  SUtility:28170
684942[313] 851131[627] 851163[627] -1 -2  SUtility:1567
 10335[6] -1 12571[1] -1 12575[35] -1 12723[6] -1 12727[24] -1 12895[12] -1 -2  SUtility:84
508942[29217] -1 -2  SUtility:29217
 18555[3] -1 -2  SUtility:3
854358[1360] -1 853735[1360] -1 -2  SUtility:2720
712229[4710] -1 -2  SUtility:4710
680371[10471] -1 -2  SUtility:10471
850936[1151] 850938[1151] 853996[837] -1 -2  SUtility:3139
 48667[7] -1 -2  SUtility:7
850932[4188] -1 -2  SUtility:4188
820814[2092] -1 -2  SUtility:2092
853100[1674] 853147[690] -1 -2  SUtility:2364
 12735[45] -1 -2  SUtility:45
829312[6282] -1 -2  SUtility:6282
 69[5] -1 6[5] -1 138[32] -1 1144[40] -1 7568[35] -1 -2  SUtility:117
838122[732] -1 -2  SUtility:732
 12551[12] -1 -2  SUtility:12
851326[1046] -1 852980[732] 853105[1046] -1 -2  SUtility:2824
853700[837] -1 711537[6282] 832156[2302] 853698[837] 853702[523] 853722[418] 854060[1046] -1 -2  SUtility:12245
849734[939] -1 -2  SUtility:939
829327[12564] 829330[3348] -1 -2  SUtility:15912
851150[3141] 851294[2080] -1 685623[2303] 685795[1256] 717061[1674] 849337[690] 851148[837] 851287[1254] 851583[1570] 853246[313] -1 -2  SUtility:15118
567329[837] 567333[837] 853135[418] 853242[418] -1 -2  SUtility:2510
 12411[8] -1 -2  SUtility:8
667859[1151] 837288[208] 853252[4188] -1 -2  SUtility:5547
684513[20942] -1 -2  SUtility:20942
845420[12462] -1 -2  SUtility:12462
846344[941] 850700[1151] -1 -2  SUtility:2092
 34921[6] -1 -2  SUtility:6
561472[4188] 581941[4188] 706462[941] 748319[680] 819719[732] 829321[732] 839600[523] -1 -2  SUtility:11984
 12611[30] -1 12621[9] -1 12731[32] -1 12771[32] -1 -2  SUtility:103
 12567[24] -1 -2  SUtility:24
853130[1674] 853169[1046] -1 -2  SUtility:2720
 10295[40] -1 -2  SUtility:40
510044[13509] -1 -2  SUtility:13509
849406[6700] -1 -2  SUtility:6700
709634[1674] -1 -2  SUtility:1674
826803[8376] -1 -2  SUtility:8376
829042[5235] -1 -2  SUtility:5235
828882[10471] -1 -2  SUtility:10471
821026[10471] -1 -2  SUtility:10471
748289[1151] 849102[941] -1 -2  SUtility:2092
 4[9] -1 5339[18] -1 1934[22] -1 -2  SUtility:49
852[5] -1 21[4] -1 40[12] -1 192[1] -1 97[2] -1 40[5] -1 4307[15] -1 52[12] -1 71[8] -1 290[1] -1 18[15] -1 8[1] -1 1014[1] -1 861[4] -1 17[3] -1 5224[1] -1 436[4] -1 8[8] -1 3826[2] -1 1893[2] -1 29[4] -1 54[3] -1 2345[3] -1 124[3] -1 122[3] -1 2376[8] -1 -2  SUtility:130
850942[941] 850945[732] 850949[1360] 853340[837] 853428[418] 853460[1046] -1 -2  SUtility:5334
644577[1570] 828526[1041] -1 -2  SUtility:2611
643893[2093] -1 -2  SUtility:2093
834880[732] -1 834880[732] -1 -2  SUtility:1464
711312[1674] -1 711312[1674] -1 -2  SUtility:3348
 18527[16] -1 -2  SUtility:16
 12395[30] -1 33433[35] -1 33453[27] -1 -2  SUtility:92
 12723[6] -1 -2  SUtility:6
601027[3141] -1 -2  SUtility:3141
712237[7853] -1 -2  SUtility:7853
820201[6282] -1 -2  SUtility:6282
851326[1046] 853085[313] 853096[5235] 853105[1046] -1 -2  SUtility:7640
686879[1046] 854819[523] -1 -2  SUtility:1569
821309[3350] -1 -2  SUtility:3350
854510[941] -1 -2  SUtility:941
 10315[8] -1 -2  SUtility:8
 12703[7] -1 -2  SUtility:7
853327[4188] -1 -2  SUtility:4188
848757[732] 854118[1360] -1 -2  SUtility:2092
826942[1674] 852978[2617] -1 850321[523] -1 -2  SUtility:4814
857830[13509] -1 -2  SUtility:13509
853090[4188] -1 -2  SUtility:4188
716930[7956] 716980[6278] -1 -2  SUtility:14234
550248[18745] -1 -2  SUtility:18745
684745[1465] -1 -2  SUtility:1465
 32205[12] -1 33469[9] -1 -2  SUtility:21
853102[2720] 854785[1464] 864880[1046] -1 -2  SUtility:5230
853094[4188] 853096[5235] -1 -2  SUtility:9423
 12819[8] -1 -2  SUtility:8
706216[2722] 717003[8372] 748289[2302] 819412[2720] -1 -2  SUtility:16116
821285[2092] 826803[4188] -1 -2  SUtility:6280
